Pointer,Japanese,English,Draft version,German,Draft version (German),Notes
0x138166,"おっし!
アンテナのきも もとどおリに
なったことだし
けんきゅういんの おっちゃんの
ところヘ ほうこくに
いこうか!",/0x138166/,,,,
0x138168,"あぁ こまったことになった
やっぱリ いいつたえは
まもらないと ダメだったんだ",/0x138168/,,,,
0x13816a,"おい 
このむらで いったいなにが
おきてるんだ?
なんだか おかしなことが
おきてるって きいて
ここに きたんだけど?",/0x13816a/,,,,
0x13816c,あぁ こまった こまった,/0x13816c/,,,,
0x13816e,おーーーーーーーーい!,/0x13816e/,,,,
0x138170,"うわぁっ!
なんだ?なんだ?",/0x138170/,,,,
0x138172,"あ やっときづいた
このむらで いったい
なにがおきてるんだ?",/0x138172/,,,,
0x138174,"じ..じつは やまのふういんを
といて しまったんだ
それいらい このむらで
ヘんなことが おきはじめたんだ",/0x138174/,,,,
0x138176,"やまのふういん?
なんだよそれ?",/0x138176/,,,,
0x138178,"このむらには
『やまのうえにはアクマがすむ』
っていう いいつたえが あるんだそして やまのいリぐちには
やまを ふういんしている
おおきな いわがあったんだ
ボクは それを こわして
しまって....",/0x138178/,,,,
0x13817a,"なんで そんなこと 
したんだよ!!",/0x13817a/,,,,
0x13817c,"あるニンゲンに
『このキカイを あげるから
ふういんを といてきて 
くれないか?』
っていわれたんだよ
ボク そのキカイが どうしても
ほしくって.....",/0x13817c/,,,,
0x13817e,"あるニンゲンって....
スーツをきた なんだか
やなカンジの ヤツか?",/0x13817e/,,,,
0x138180,"そう そんなカンジのニンゲン!
しリあいなの?",/0x138180/,,,,
0x138182,"サナエバだ....
ヤツはいったい なにを
してるんだろう?
まえに クラフトはかせが
いっていた 『シンデンジュウ』
とかいうのと かんけいが
あるのかな?
サナエバも そんなことを
クチにしてたし.....",/0x138182/,,,,
0x138184,"ねぇ キミ Tファンガーだろ?
おねがいだから やまにいって
ようすを みてきて くれないか?このままじゃ フラウラが
たいヘんなことになっちゃうよ",/0x138184/,,,,
0x138186,"オッケー わかった
みてきてやるよ",/0x138186/,,,,
0x138188,"たのんだよ!
ほんとうに たのんだからね!",/0x138188/,,,,
0x13818a,ニンゲン なにをしにきたんだ!,/0x13818a/,,,,
0x13818c,"いや オレたちは
フラウラむらの デンジュウに
たのまれて このやまにきたんだ
オマエたちは ここで なにを
してるんだ?",/0x13818c/,,,,
0x13818e,"オレたちは ここで
アクマデンジュウの ふういんが
とけないように だいだい
みはっていたんだ",/0x13818e/,,,,
0x138190,"その 『アクマデンジュウ』は
どうなったんだ?",/0x138190/,,,,
0x138192,"ふん もう おそいぞ
アクマデンジュウは カクセイを
はじめている
そのえいきょうが ふもとの
むらにも でているだろう
ふっかつしたものは とめようが
ないんだ
すベて ニンゲンのせいだぞ!",/0x138192/,,,,
0x138194,"じゃあ オレが その
『アクマデンジュウ』を
ふういんするぜ!
おなじ ニンゲンの オレが
せきにんをとればいいだろ!",/0x138194/,,,,
0x138196,"そこまで いうのなら
オマエたちに そのチカラが
あるかどうか みてやろう
いくぞ テレファングだ!",/0x138196/,,,,
0x138198,"あっ アニキがまけた
チクショー!
つぎは オレがあいてだ!",/0x138198/,,,,
0x13819a,"どうだ!
オレたちも なかなかやるだろう",/0x13819a/,,,,
0x13819c,"ふっ....
オマエぐらいの チカラが
あれば あのアクマデンジュウを
とめることが できるかも
しれないな
アクマデンジュウは このさきを
いったところに いるはずだ",/0x13819c/,,,,
0x13819e,"おっしゃ!
んじゃアクマデンジュウのヤツをふういんしてくるぜ!",/0x13819e/,,,,
0x1381a0,"ちょっとまて
そういえば このやまに
オマエたちいがいの ニンゲンが
はいってきているみたいだ
どんなヤツかはわからないが
きをつけることだな",/0x1381a0/,,,,
0x1381a2,"しんぱいしてくれてサンキュー
きを つけるよ",/0x1381a2/,,,,
0x1381a4,"なんだ オマエは....
みたことがない デンジュウだな",/0x1381a4/,,,,
0x1381a6,"オレは ニンゲンだ!
<&name>だ!",/0x1381a6/,,,,
0x1381a8,"ニンゲン? ますますもって
わからない しゅぞくだ
400ねんも たつと
いろいろと かわったものが
でてくるのだな....
ここになにを しにきたのだ
ワタシの カクセイの ジャマを
するな....",/0x1381a8/,,,,
0x1381aa,"おめざめちゅうの ところを 
わるいんだけど もういっかい
ねててもらおうと おもって
ここに きたんだ",/0x1381aa/,,,,
0x1381ac,"ふ...ふはははは!
そのむかし 『いのちのき』を
つかい デンジュウカイに
きょうふを もたらした 
このワタシを オマエごときが
ふういんしようと いうのか?",/0x1381ac/,,,,
0x1381ae,"『いのちのき』?
なんだよそれは...?",/0x1381ae/,,,,
0x1381b0,"ふ...オマエには かんけいの
ない はなしだ
さて...おしゃベリはここまでだこれいじょう ワタシの
ジャマをするならば
ようしゃはしない!",/0x1381b0/,,,,
0x1381b2,"くっ! このワタシが
まけるとは.....",/0x1381b2/,,,,
0x1381b4,"さっきの はなしのつづきだ!
『いのちのき』ってのは
なんなんだよ?",/0x1381b4/,,,,
0x1381b6,"『いのちのき』とはな....
このデンジュウカイを ささえるきょだいな き なのだ
そのきをつかえば
ベつのせかいさえも しはい
できるのだ........",/0x1381b6/,,,,
0x1381b8,『いのちのき』....,/0x1381b8/,,,,
0x1381ba,"ふっ!
せっかく めざめたのだ
このまま だまって ふういん
されるわけにはいかない!
『シンデンジュウ』に ふういん
された かリを かえさなくては
ならないからな!",/0x1381ba/,,,,
0x1381bc,あっ!しまった!,/0x1381bc/,,,,
0x1381be,"チクショー! つめが
あまかったか....
くやんでも しょうがない
アクマデンジュウを 
おいかけないと!
とリあえず このやまを でるぞ",/0x1381be/,,,,
0x1381c0,"はっはっはっはっ!
これで また シンデンジュウに
いっぽちかづいたぞ!",/0x1381c0/,,,,
0x1381c2,"まてっ サナエバ!
オマエ なにをたくらんでる?",/0x1381c2/,,,,
0x1381c4,"ん? なんだ コゾウ
こんなところでなにをしている?",/0x1381c4/,,,,
0x1381c6,うるさいっ!しつもんしているのはこっちのほうだ!,/0x1381c6/,,,,
0x1381c8,"はぁー.....
さては アクマデンジュウを
ふういんしようとしたのは
オマエか?
オマエの つめが あまいおかげでワタシは シンデンジュウヘ
またいっぽちかづいたぞ
れいをいおう はっはっはっ!",/0x1381c8/,,,,
0x1381ca,"アクマデンジュウを 
どうしたんだ!?
ヤツを ふういんしないと
たいヘんなことに なるんだ!",/0x1381ca/,,,,
0x1381cc,"ワタシには かんけいのない
はなしだな! 
はっはっはっはっ!
では ワタシは
いそがしいのでな!
きょうリょく あリがとう
<&name>くん",/0x1381cc/,,,,
#######,Sanaeba's Lab story (partial),,,,,
0x1381ce,"もしもし <&name>くん
ワタシです マツキヨです
イオンとうから おかしな
デンパがでているそうなんですよちょっと いってみて
もらえませんか?",/0x1381ce/,,,,
0x1381d0,"おう それはいいんだけど
オマエ サナエバグループが
なにをしようとしてるか 
しってるか??",/0x1381d0/,,,,
0x1381d2,"いま ワタシが いった
デンパのことも どうやら
その 『サナエバグループ』が
からんでいるみたいなんですよ
イオンとうに いったら
ことの しんそうが わかるかも
しれません",/0x1381d2/,,,,
0x1381d4,わかった いまから イオンとうにいってみるよ!,/0x1381d4/,,,,
0x1381d6,"よろしく おねがいします
<&name>くん!",/0x1381d6/,,,,
0x1381d8,"おやおや これはこれは
<&name>くん
こんなところで なにをしている?ここは キミの はいっていい
ばしょではないぞ?",/0x1381d8/,,,,
0x1381da,"うるさい!サナエバ!
オマエは いったいなにを
しようとしているんだ!",/0x1381da/,,,,
0x1381dc,"フッ....
キミみたいな コドモには
かんけいのない はなしだな",/0x1381dc/,,,,
0x1381de,"それよリも キミのトモダチの
デンジュウを ワタシに
ゆずって もらえないか?",/0x1381de/,,,,
0x1381e0,なにをするきだよ?,/0x1381e0/,,,,
0x1381e2,"ワタシは デンジュウたちが
うまれたばしょを さがして
いるんだよ
そのためには かずおおくの
デンジュウを けんきゅうするのがイチバンの ちかみちなのでね",/0x1381e2/,,,,
0x1381e4,"デンジュウたちは オレのだいじなトモダチだ!
けんきゅうするためなんかに
わたせるわけないだろう!",/0x1381e4/,,,,
0x1381e6,"サナエバ....こういった
れんちゅうは ことばよリも
チカラで いうことを きかせる
ほうがいいんだよ
こんなふうにな!",/0x1381e6/,,,,
0x1381e8,まさか まけるとは...,/0x1381e8/,,,,
0x1381ea,なにっ!!!,/0x1381ea/,,,,
0x1381ec,"ヘヘっ オレたちのチカラが
わかったかよ!",/0x1381ec/,,,,
0x1381ee,"まぁいい
キミのデンジュウがいなくても
『いのちの き』の あリかは
わかるからな",/0x1381ee/,,,,
0x1381f0,"『いのちの き』!
オマエも それをさがしてるのか
それをつかって オマエは
なにをするんだ",/0x1381f0/,,,,
0x1381f2,"さあな!
もう ここには ようじはない
いくぞ!",/0x1381f2/,,,,
0x1381f4,まてよっ!!!!!!!,/0x1381f4/,,,,
0x1381f6,ようしゃはしない!,/0x1381f6/,,,,
#######,"Story Messages 4   -   256 strings   -   Messages from Sanaeba's Lab to end of game, other assorted events",,,,,
#######,Sanaeba's Lab story (cont'd),,,,,
0x140000,"くそう....
『シンデンジュウ』
『いのちの き』
これは いったいなんなんだよ!オレには わかんねーぞ!!",/0x140000/,,,,"Status: Translated 20%
"
0x140002,"<&name>くん
マツキヨです
ムサちょうろうが はなしがあるといっています
いそいで トロンコむらまで
かえってきてください!",/0x140002/,,,,
0x140004,"なんのはなしだよ もう!
めんどくさい!!",/0x140004/,,,,
0x140006,"なにやら『シンデンジュウ』に
ついて はなしがあるといって
いますが...?",/0x140006/,,,,
0x140008,"『シンデンジュウ』!
わかった トロンコむらまで
かえるよ!",/0x140008/,,,,
0x14000a,"まっています
<&name>くん",/0x14000a/,,,,
0x14000c,"もどってきたぜ!
さあ シンデンジュウのはなしをきかせてくれよ!",/0x14000c/,,,,
0x14000e,"まぁ まて <&name>
とリあえず おつかれじゃったの
オマエのおかげで いろいろと
たすかった
あリがとう",/0x14000e/,,,,
0x140010,"ヘヘ あらたまって おれいを
いわれるとな...
でも こっちは いそいでるんだ
はやくはなしを きかせてくれよ",/0x140010/,,,,
0x140012,"うむ まだ すベてがおわった
わけではないからの
さて 『シンデンジュウ』に
ついて はなそうかの",/0x140012/,,,,
